Blender 2.82 (sub 7) (hash 375c7dc4caf4 built 2020-03-12 05:30:40)
found bundled python: /usr/local/blender/2.82/python
Read blend: /blender/scene.blend
Fra:1 Mem:78.46M (0.00M, Peak 78.46M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Synchronizing object | Cube
Fra:1 Mem:78.47M (0.00M, Peak 78.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Synchronizing object | Plane
Fra:1 Mem:78.47M (0.00M, Peak 78.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Initializing
Fra:1 Mem:78.28M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Waiting for render to start
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Shaders
Fra:1 Mem:78.80M (0.00M, Peak 78.80M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Background
Fra:1 Mem:78.80M (0.00M, Peak 78.80M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Camera
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Meshes Flags
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects | Copying Transformations to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects | Applying Static Transformations
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Hair Systems
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Hair settings | Copying Hair settings to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Particle Systems
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Meshes
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Computing attributes
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Building BVH
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Packing BVH triangles and strands
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Packing BVH nodes
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Building
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Building BVH
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Computing normals
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects Flags
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Images
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Camera Volume
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Lookup Tables
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Lights
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Lights | Computing distribution
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Integrator
Fra:1 Mem:80.08M (0.00M, Peak 80.08M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Film
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.28M, Peak:1.53M | Scene, View Layer | Updating Lookup Tables
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Baking
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory | Compiling render kernels
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory
Fra:1 Mem:149.56M (0.00M, Peak 150.87M) | Time:00:33.10 | Remaining:00:18.18 | Mem:71.01M, Peak:72.17M | Scene, View Layer | Rendered 334/510 Tiles, Denoised 296 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:33.14 | Remaining:00:18.11 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 334/510 Tiles, Denoised 297 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:33.16 | Remaining:00:18.02 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 335/510 Tiles, Denoised 297 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:33.20 | Remaining:00:17.95 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 336/510 Tiles, Denoised 297 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:33.36 | Remaining:00:18.01 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 336/510 Tiles, Denoised 298 tiles
Fra:1 Mem:149.06M (0.00M, Peak 150.87M) | Time:00:33.41 | Remaining:00:17.94 | Mem:70.51M, Peak:72.17M | Scene, View Layer | Rendered 336/510 Tiles, Denoised 299 tiles
Fra:1 Mem:148.56M (0.00M, Peak 150.87M) | Time:00:33.41 | Remaining:00:17.91 | Mem:70.01M, Peak:72.17M | Scene, View Layer | Rendered 336/510 Tiles, Denoised 300 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:33.44 | Remaining:00:17.77 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 337/510 Tiles, Denoised 300 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:33.49 | Remaining:00:17.67 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 338/510 Tiles, Denoised 300 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:33.51 | Remaining:00:17.65 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 339/510 Tiles, Denoised 300 tiles
Fra:1 Mem:149.07M (0.00M, Peak 150.87M) | Time:00:33.66 | Remaining:00:17.70 | Mem:70.51M, Peak:72.17M | Scene, View Layer | Rendered 339/510 Tiles, Denoised 301 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:33.68 | Remaining:00:17.68 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 339/510 Tiles, Denoised 302 tiles
Fra:1 Mem:149.07M (0.00M, Peak 150.87M) | Time:00:33.74 | Remaining:00:17.59 | Mem:70.51M, Peak:72.17M | Scene, View Layer | Rendered 339/510 Tiles, Denoised 303 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:33.76 | Remaining:00:17.51 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 340/510 Tiles, Denoised 303 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:33.84 | Remaining:00:17.39 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 341/510 Tiles, Denoised 303 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:33.86 | Remaining:00:17.38 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 342/510 Tiles, Denoised 303 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:33.99 | Remaining:00:17.41 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 342/510 Tiles, Denoised 304 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:34.04 | Remaining:00:17.37 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 342/510 Tiles, Denoised 305 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.12 | Remaining:00:17.26 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 343/510 Tiles, Denoised 305 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.15 | Remaining:00:17.22 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 344/510 Tiles, Denoised 305 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:34.28 | Remaining:00:17.25 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 344/510 Tiles, Denoised 306 tiles
Fra:1 Mem:149.08M (0.00M, Peak 150.87M) | Time:00:34.34 | Remaining:00:17.22 | Mem:70.52M, Peak:72.17M | Scene, View Layer | Rendered 344/510 Tiles, Denoised 307 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:34.35 | Remaining:00:17.16 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 344/510 Tiles, Denoised 308 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.42 | Remaining:00:17.02 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 345/510 Tiles, Denoised 308 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.46 | Remaining:00:16.95 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 346/510 Tiles, Denoised 308 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.48 | Remaining:00:16.93 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 347/510 Tiles, Denoised 308 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:34.56 | Remaining:00:16.94 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 347/510 Tiles, Denoised 309 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:34.69 | Remaining:00:16.88 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 348/510 Tiles, Denoised 309 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.79 | Remaining:00:16.90 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 348/510 Tiles, Denoised 310 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:34.83 | Remaining:00:16.88 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 348/510 Tiles, Denoised 311 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.93 | Remaining:00:16.72 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 349/510 Tiles, Denoised 311 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:34.96 | Remaining:00:16.71 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 350/510 Tiles, Denoised 311 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:35.07 | Remaining:00:16.73 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 350/510 Tiles, Denoised 312 tiles
Fra:1 Mem:149.08M (0.00M, Peak 150.87M) | Time:00:35.13 | Remaining:00:16.67 | Mem:70.52M, Peak:72.17M | Scene, View Layer | Rendered 350/510 Tiles, Denoised 313 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.17 | Remaining:00:16.59 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 351/510 Tiles, Denoised 313 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.21 | Remaining:00:16.52 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 352/510 Tiles, Denoised 313 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:35.37 | Remaining:00:16.57 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 352/510 Tiles, Denoised 314 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:35.37 | Remaining:00:16.54 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 352/510 Tiles, Denoised 315 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:35.39 | Remaining:00:16.49 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 352/510 Tiles, Denoised 316 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.43 | Remaining:00:16.30 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 353/510 Tiles, Denoised 316 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.45 | Remaining:00:16.22 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 354/510 Tiles, Denoised 316 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.46 | Remaining:00:16.19 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 355/510 Tiles, Denoised 316 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:35.61 | Remaining:00:16.23 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 355/510 Tiles, Denoised 317 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.66 | Remaining:00:16.14 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 356/510 Tiles, Denoised 317 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.80 | Remaining:00:16.17 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 356/510 Tiles, Denoised 318 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:35.83 | Remaining:00:16.09 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 356/510 Tiles, Denoised 319 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:35.87 | Remaining:00:16.02 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 357/510 Tiles, Denoised 319 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:35.89 | Remaining:00:15.94 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 358/510 Tiles, Denoised 319 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:35.98 | Remaining:00:15.95 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 358/510 Tiles, Denoised 320 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:36.03 | Remaining:00:15.86 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 359/510 Tiles, Denoised 320 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:36.20 | Remaining:00:15.90 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 359/510 Tiles, Denoised 321 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:36.24 | Remaining:00:15.83 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 359/510 Tiles, Denoised 322 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:36.25 | Remaining:00:15.78 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 360/510 Tiles, Denoised 322 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:36.27 | Remaining:00:15.75 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 360/510 Tiles, Denoised 323 tiles
Fra:1 Mem:148.42M (0.00M, Peak 150.87M) | Time:00:36.30 | Remaining:00:15.68 | Mem:69.87M, Peak:72.17M | Scene, View Layer | Rendered 360/510 Tiles, Denoised 324 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:36.33 | Remaining:00:15.60 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 361/510 Tiles, Denoised 324 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:36.38 | Remaining:00:15.48 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 362/510 Tiles, Denoised 324 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:36.40 | Remaining:00:15.43 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 363/510 Tiles, Denoised 324 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:36.51 | Remaining:00:15.45 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 363/510 Tiles, Denoised 325 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:36.58 | Remaining:00:15.36 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 364/510 Tiles, Denoised 325 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:36.69 | Remaining:00:15.38 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 364/510 Tiles, Denoised 326 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:36.70 | Remaining:00:15.33 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 364/510 Tiles, Denoised 327 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:36.76 | Remaining:00:15.20 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 365/510 Tiles, Denoised 327 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:36.78 | Remaining:00:15.15 | Mem:71.01M, Peak:72.17M | Scene, View Layer | Rendered 366/510 Tiles, Denoised 327 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:36.87 | Remaining:00:15.16 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 366/510 Tiles, Denoised 328 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:36.94 | Remaining:00:15.07 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 367/510 Tiles, Denoised 328 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:37.07 | Remaining:00:15.10 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 367/510 Tiles, Denoised 329 tiles
Fra:1 Mem:148.42M (0.00M, Peak 150.87M) | Time:00:37.09 | Remaining:00:15.05 | Mem:69.86M, Peak:72.17M | Scene, View Layer | Rendered 367/510 Tiles, Denoised 330 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:37.14 | Remaining:00:14.90 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 368/510 Tiles, Denoised 330 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:37.15 | Remaining:00:14.87 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 368/510 Tiles, Denoised 331 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:37.16 | Remaining:00:14.85 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 369/510 Tiles, Denoised 331 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:37.23 | Remaining:00:14.73 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 369/510 Tiles, Denoised 332 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:37.23 | Remaining:00:14.73 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 370/510 Tiles, Denoised 332 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:37.31 | Remaining:00:14.65 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 371/510 Tiles, Denoised 332 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:37.33 | Remaining:00:14.63 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 371/510 Tiles, Denoised 333 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:37.44 | Remaining:00:14.56 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 372/510 Tiles, Denoised 333 tiles
Fra:1 Mem:149.08M (0.00M, Peak 150.87M) | Time:00:37.53 | Remaining:00:14.56 | Mem:70.52M, Peak:72.17M | Scene, View Layer | Rendered 372/510 Tiles, Denoised 334 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:37.57 | Remaining:00:14.52 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 372/510 Tiles, Denoised 335 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:37.63 | Remaining:00:14.41 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 373/510 Tiles, Denoised 335 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:37.69 | Remaining:00:14.37 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 374/510 Tiles, Denoised 335 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:37.71 | Remaining:00:14.35 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 374/510 Tiles, Denoised 336 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:37.82 | Remaining:00:14.28 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 375/510 Tiles, Denoised 336 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:37.89 | Remaining:00:14.28 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 375/510 Tiles, Denoised 337 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:37.90 | Remaining:00:14.25 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 375/510 Tiles, Denoised 338 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:37.92 | Remaining:00:14.23 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 375/510 Tiles, Denoised 339 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.01 | Remaining:00:14.01 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 376/510 Tiles, Denoised 339 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.02 | Remaining:00:13.96 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 377/510 Tiles, Denoised 339 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.05 | Remaining:00:13.94 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 378/510 Tiles, Denoised 339 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:38.26 | Remaining:00:13.99 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 378/510 Tiles, Denoised 340 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.34 | Remaining:00:13.91 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 379/510 Tiles, Denoised 340 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:38.38 | Remaining:00:13.89 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 379/510 Tiles, Denoised 341 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.45 | Remaining:00:13.81 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 380/510 Tiles, Denoised 341 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.52 | Remaining:00:13.80 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 380/510 Tiles, Denoised 342 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:38.59 | Remaining:00:13.72 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 381/510 Tiles, Denoised 342 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:38.62 | Remaining:00:13.70 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 381/510 Tiles, Denoised 343 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:38.62 | Remaining:00:13.67 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 381/510 Tiles, Denoised 344 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.69 | Remaining:00:13.50 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 382/510 Tiles, Denoised 344 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.69 | Remaining:00:13.47 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 383/510 Tiles, Denoised 344 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:38.76 | Remaining:00:13.38 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 384/510 Tiles, Denoised 344 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:38.85 | Remaining:00:13.39 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 384/510 Tiles, Denoised 345 tiles
